"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.632,0.488,0.481,0.534
"P05","Bastante",0.294,0.378,0.373,0.34
"P05","Poco",0.051,0.096,0.096,0.05
"P05","Nada",0.018,0.038,0.042,0.038
"P05","No sabe",0.005,0,0.008,0.038
"P06","Siempre",0.325,0.287,0.213,0.207
"P06","Casi siempre",0.405,0.395,0.531,0.317
"P06","Casi nunca",0.231,0.236,0.198,0.419
"P06","Nunca, pero esta es una excepción",0.039,0.082,0.058,0.057
"P08","Unión por la Patria",0.751,0.319,0.094,0.208
"P08","Juntos por el Cambio ",0.187,0.388,0.627,0.335
"P08","Liberales",0.033,0.083,0.214,0.135
"P08","Izquierda",0.01,0.113,0.016,0.101
"P08","Otro",0,0.041,0.018,0.031
"P08","No sabe",0.019,0.056,0.031,0.19
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.625,0.086,0.005,0.046
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.203,0.203,0.013,0.113
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.085,0.173,0.545,0.155
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.031,0.31,0.17,0.228
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.033,0.111,0.209,0.068
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.102,0.015,0.215
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0,0.003,0.013,0
"P09","Otros",0.005,0.004,0.017,0.029
"P09","En blanco",0,0.005,0.005,0.015
"P09","No sabe",0.006,0.003,0.008,0.131
"P12","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.698,0.232,0.021,0.049
"P12","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.075,0.229,0.492,0.129
"P12","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.083,0.366,0.226,0.486
"P12","Ramiro Marra por la Libertad Avanza",0.064,0.035,0.186,0.146
"P12","Vanina Biasi por el Frente de Izquierda",0.05,0.1,0.034,0.034
"P12","Otros",0.028,0.032,0.018,0.05
"P12","En blanco",0,0.006,0.013,0.018
"P12","No sabe",0.002,0,0.01,0.088
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.428,0.213,0.027,0.172
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.231,0.128,0.047,0.073
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.08,0.252,0.464,0.167
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.085,0.256,0.209,0.228
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.081,0.039,0.165,0.19
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.03,0.05,0.017,0.028
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.006,0.026,0.007,0
"P18","Otros",0.038,0.028,0.014,0.011
"P18","En blanco",0.016,0,0.021,0.038
"P18","No sabe",0.005,0.008,0.029,0.093
"P21","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.409,0.239,0.028,0.201
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.115,0.253,0.403,0.101
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.133,0.156,0.277,0.286
"P21","Ramiro Marra por la Libertad Avanza",0.048,0.168,0.165,0.112
"P21","Vanina Biasi por el Frente de Izquierda",0.14,0.077,0.017,0.165
"P21","Otros",0.079,0.05,0.037,0.017
"P21","En blanco",0.047,0.023,0.041,0.056
"P21","No sabe",0.029,0.034,0.032,0.062
"P25","Totalmente seguro",0.809,0.416,0.729,0.404
"P25","Bastante seguro",0.147,0.335,0.149,0.104
"P25","Algo seguro",0.033,0.18,0.068,0.251
"P25","Para nada seguro",0.011,0.069,0.054,0.241
"P26","Tiene Decidido que va a ir a votar",0.94,0.86,0.92,0.599
"P26","Tiene dudas sobre si va a ir a  votar",0.033,0.097,0.066,0.153
"P26","Tiene Decidido que no va a ir a votar",0.027,0.043,0.014,0.248
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.818,0.36,0.023,0.065
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.073,0.294,0.655,0.148
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.029,0.159,0.243,0.14
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.039,0.115,0.021,0.207
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.005,0.016,0.017,0
"P27","Otros",0.034,0.048,0.013,0.204
"P27","En blanco",0,0.005,0.006,0.083
"P27","No sabe",0.002,0.003,0.022,0.153
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.811,0.252,0.022,0.171
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.078,0.429,0.527,0.279
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.031,0.152,0.311,0.171
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.04,0.084,0.02,0.117
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.016,0.01,0.024,0
"P28","Otros",0.018,0.031,0.022,0.115
"P28","En blanco",0.006,0.022,0.038,0.054
"P28","No sabe",0,0.02,0.036,0.093
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.78,0.294,0.031,0.113
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.126,0.45,0.656,0.151
"P29","Ramiro Marra por la Libertad Avanza",0.039,0.072,0.188,0.183
"P29","Vanina Biasi por el Frente de Izquierda",0.013,0.087,0.021,0.187
"P29","Otros",0.017,0.037,0.052,0.197
"P29","En blanco",0.013,0.05,0.02,0.018
"P29","No sabe",0.012,0.01,0.032,0.151
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.774,0.242,0.025,0.083
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.148,0.588,0.599,0.412
"P30","Ramiro Marra por la Libertad Avanza",0.036,0.066,0.241,0.138
"P30","Vanina Biasi por el Frente de Izquierda",0.017,0.071,0.015,0.034
"P30","Otros",0.008,0.006,0.031,0.176
"P30","En blanco",0,0.009,0.042,0.056
"P30","No sabe",0.017,0.018,0.047,0.101
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.844,0.459,0.05,0.168
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.071,0.427,0.817,0.301
"P33","En blanco",0.077,0.053,0.102,0.275
"P33","No sabe",0.008,0.061,0.031,0.256
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.166,0.343,0.686,0.278
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.072,0.306,0.245,0.029
"P34","En blanco",0.634,0.298,0.052,0.266
"P34","No sabe",0.128,0.053,0.017,0.427
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.848,0.314,0.038,0.278
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.101,0.518,0.632,0.286
"P35","En blanco",0.039,0.111,0.244,0.184
"P35","No sabe",0.012,0.057,0.086,0.252
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.254,0.466,0.49,0.382
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.058,0.216,0.375,0.138
"P36","En blanco",0.57,0.244,0.093,0.228
"P36","No sabe",0.118,0.074,0.042,0.252
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.89,0.525,0.068,0.25
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.025,0.254,0.539,0.099
"P37","En blanco",0.055,0.07,0.232,0.197
"P37","No sabe",0.03,0.151,0.161,0.454
"P39","Lo votaría",0.51,0.225,0.017,0.174
"P39","Puede que lo vote",0.262,0.254,0.046,0
"P39","Nunca lo votaría",0.187,0.482,0.934,0.544
"P39","No sabe",0.041,0.039,0.003,0.282
"P40","Lo votaría",0.197,0.273,0.626,0.239
"P40","Puede que lo vote",0.048,0.166,0.183,0.14
"P40","Nunca lo votaría",0.722,0.536,0.184,0.376
"P40","No sabe",0.033,0.025,0.007,0.245
"P41","Lo votaría",0.103,0.367,0.439,0.245
"P41","Puede que lo vote",0.149,0.265,0.299,0.113
"P41","Nunca lo votaría",0.712,0.36,0.237,0.39
"P41","No sabe",0.036,0.008,0.025,0.252
"P42","Lo votaría",0.068,0.216,0.334,0.117
"P42","Puede que lo vote",0.04,0.225,0.27,0.029
"P42","Nunca lo votaría",0.867,0.546,0.36,0.655
"P42","No sabe",0.025,0.013,0.036,0.199
"P43","Lo votaría",0.096,0.116,0.082,0.129
"P43","Puede que lo vote",0.406,0.249,0.032,0.313
"P43","Nunca lo votaría",0.441,0.622,0.864,0.41
"P43","No sabe",0.057,0.013,0.022,0.148
"P44","Lo votaría",0.077,0.034,0.029,0.02
"P44","Puede que lo vote",0.179,0.264,0.09,0.22
"P44","Nunca lo votaría",0.652,0.581,0.848,0.419
"P44","No sabe",0.092,0.121,0.033,0.341
"P52","Si",0.51,0.486,0.487,0.524
"P52","No",0.49,0.514,0.513,0.476
